Strain,Single_tel_length,Clade,variable,value
BIN,271.25,01.Wine_European,YGL034C_nc,0
BKA,266.875,01.Wine_European,YGL034C_nc,0
BQQ,209.375,01.Wine_European,YGL034C_nc,0
ADS,177,01.Wine_European,YGL034C_nc,0
BNM,328.25,01.Wine_European,YGL034C_nc,0
BIH,220.125,01.Wine_European,YGL034C_nc,1.1
BKC,384.375,01.Wine_European,YGL034C_nc,1.1
BLS,287.25,01.Wine_European,YGL034C_nc,1.1
BKD,300.375,01.Wine_European,YGL034C_nc,0
BNP,441.625,01.Wine_European,YGL034C_nc,0
BKN,324.25,01.Wine_European,YGL034C_nc,1.1
BNQ,294.25,01.Wine_European,YGL034C_nc,1.1
CBH,267.5,01.Wine_European,YGL034C_nc,0
BKH,275.5,01.Wine_European,YGL034C_nc,0
BPM,255.625,01.Wine_European,YGL034C_nc,0
CRB,257.25,01.Wine_European,YGL034C_nc,1.1
CHC,247.25,01.Wine_European,YGL034C_nc,0
CGS,505.125,01.Wine_European,YGL034C_nc,0
CHB,269.75,01.Wine_European,YGL034C_nc,0
CHD,394.75,01.Wine_European,YGL034C_nc,0
CGV,330,01.Wine_European,YGL034C_nc,0
CHA,289,01.Wine_European,YGL034C_nc,0
CHE,323.75,01.Wine_European,YGL034C_nc,0
BKM,316.5,01.Wine_European,YGL034C_nc,0
BIF,188.5,01.Wine_European,YGL034C_nc,0
BKG,515.125,01.Wine_European,YGL034C_nc,0
BKF,531.875,01.Wine_European,YGL034C_nc,0
BLL,264,01.Wine_European,YGL034C_nc,0
CKI,145.375,1.3.S_boulardii,YGL034C_nc,0
CKL,132.5,1.3.S_boulardii,YGL034C_nc,0
CKH,127.75,1.3.S_boulardii,YGL034C_nc,0
CKD,137.5,1.3.S_boulardii,YGL034C_nc,0
CKE,215.75,1.3.S_boulardii,YGL034C_nc,0
CIS,211.375,1.3.S_boulardii,YGL034C_nc,0
BMN,193,1.3.S_boulardii,YGL034C_nc,0
CIT,207.375,1.3.S_boulardii,YGL034C_nc,0
CKP,142.875,1.3.S_boulardii,YGL034C_nc,0
CKQ,187.375,1.3.S_boulardii,YGL034C_nc,0
CKB,173,1.3.S_boulardii,YGL034C_nc,0
CKC,193,1.3.S_boulardii,YGL034C_nc,0
CIN,153.375,1.3.S_boulardii,YGL034C_nc,0
CIR,226.625,1.3.S_boulardii,YGL034C_nc,0
CKF,172,1.3.S_boulardii,YGL034C_nc,0
CKG,153.375,1.3.S_boulardii,YGL034C_nc,0
CKM,158.875,1.3.S_boulardii,YGL034C_nc,0
BCA,244.875,1.3.S_boulardii,YGL034C_nc,0
AMT,181,1.3.S_boulardii,YGL034C_nc,0
CIV,183.25,1.3.S_boulardii,YGL034C_nc,0
CKT,194.875,1.3.S_boulardii,YGL034C_nc,0
BIL,448.625,01.Wine_European,YGL034C_nc,0
BNI,199.375,01.Wine_European,YGL034C_nc,0
BLV,226.375,01.Wine_European,YGL034C_nc,0
BQG,276.75,01.Wine_European,YGL034C_nc,0
CRD,212.25,01.Wine_European,YGL034C_nc,0
BVM,190.25,01.Wine_European,YGL034C_nc,0
CQV,257.75,01.Wine_European,YGL034C_nc,0
CRK,168.5,01.Wine_European,YGL034C_nc,0
BLF,180.875,01.Wine_European,YGL034C_nc,0
BNT,294.5,01.Wine_European,YGL034C_nc,0
BLD,221.625,01.Wine_European,YGL034C_nc,0
BKR,364.5,01.Wine_European,YGL034C_nc,1.1
CEC,210.875,01.Wine_European,YGL034C_nc,1.1
BNH,191.375,01.Wine_European,YGL034C_nc,0
BLC,204.5,01.Wine_European,YGL034C_nc,0.1
CEE,192.375,01.Wine_European,YGL034C_nc,0
BNN,269.75,01.Wine_European,YGL034C_nc,0
CED,198.75,01.Wine_European,YGL034C_nc,0
BKS,321.625,01.Wine_European,YGL034C_nc,0
BLP,277.375,01.Wine_European,YGL034C_nc,0
BLN,261.375,01.Wine_European,YGL034C_nc,0
CDV,237.375,01.Wine_European,YGL034C_nc,0
CEF,187.625,01.Wine_European,YGL034C_nc,0
ANQ,234.875,01.Wine_European,YGL034C_nc,0
AVK,200.5,01.Wine_European,YGL034C_nc,0
BIK,346.5,01.Wine_European,YGL034C_nc,0
BSG,237.875,01.Wine_European,YGL034C_nc,0
AKP,165.125,01.Wine_European,YGL034C_nc,0
AKV,166.875,01.Wine_European,YGL034C_nc,0
ALE,147.125,01.Wine_European,YGL034C_nc,0
BQP,269.125,01.Wine_European,YGL034C_nc,0
BRB,280.5,01.Wine_European,YGL034C_nc,0
BIT,384.25,01.Wine_European,YGL034C_nc,0
AQB,287.5,01.Wine_European,YGL034C_nc,0
BRH,201.625,01.Wine_European,YGL034C_nc,0
BIR,302.5,01.Wine_European,YGL034C_nc,0
AIM,201.75,01.Wine_European,YGL034C_nc,0
CHF,210.5,01.Wine_European,YGL034C_nc,0
BHB,174.375,01.Wine_European,YGL034C_nc,0
AHP,254.25,1.4.Georgian,YGL034C_nc,0
AQE,255.75,1.4.Georgian,YGL034C_nc,0
BPL,223,1.4.Georgian,YGL034C_nc,0
CAB,204.375,1.4.Georgian,YGL034C_nc,0
CAP,511.875,1.4.Georgian,YGL034C_nc,0
AQC,179.375,1.4.Georgian,YGL034C_nc,0
BVT,310.625,1.4.Georgian,YGL034C_nc,0
CAA,245.25,1.4.Georgian,YGL034C_nc,0
CAC,247.625,1.4.Georgian,YGL034C_nc,0
BVV,263.125,1.4.Georgian,YGL034C_nc,0
CAD,294.125,1.4.Georgian,YGL034C_nc,0
CAM,264.875,1.4.Georgian,YGL034C_nc,0
CAQ,259.625,1.4.Georgian,YGL034C_nc,0
CBB,550.75,1.4.Georgian,YGL034C_nc,0
CBE,272,1.4.Georgian,YGL034C_nc,0
CAS,305.25,1.4.Georgian,YGL034C_nc,0
CAR,301.25,1.4.Georgian,YGL034C_nc,0
CAT,292.5,1.4.Georgian,YGL034C_nc,0
CBC,356.375,1.4.Georgian,YGL034C_nc,0
CBD,287.625,1.4.Georgian,YGL034C_nc,0
ART,238.25,1.4.Georgian,YGL034C_nc,0
BSR,86.75,01.Wine_European,YGL034C_nc,0
BSS,463.125,01.Wine_European,YGL034C_nc,0
BTR,105.625,01.Wine_European,YGL034C_nc,0
BTP,358.625,01.Wine_European,YGL034C_nc,0
ASR,175.375,01.Wine_European,YGL034C_nc,0
CDT,398,02.Alpechin,YGL034C_nc,1.1
CPG,118.25,02.Alpechin,YGL034C_nc,1.1
AQA,346.125,02.Alpechin,YGL034C_nc,1.1
CGD,450.375,02.Alpechin,YGL034C_nc,1.1
CGE,429.75,02.Alpechin,YGL034C_nc,1.1
BRK,369.125,02.Alpechin,YGL034C_nc,1.1
AID,354.125,02.Alpechin,YGL034C_nc,1.1
AST,225.875,M1.Mosaic_Region_1,YGL034C_nc,0
BHD,196.375,M1.Mosaic_Region_1,YGL034C_nc,0
BHM,212.625,M1.Mosaic_Region_1,YGL034C_nc,0
BHT,181.5,M1.Mosaic_Region_1,YGL034C_nc,0
AMP,226.5,M1.Mosaic_Region_1,YGL034C_nc,0
BHL,230.875,M1.Mosaic_Region_1,YGL034C_nc,0
BHK,187.125,M1.Mosaic_Region_1,YGL034C_nc,0
BVC,351.375,03.Brazilian_Bioethanol,YGL034C_nc,1.1
CNQ,167.625,03.Brazilian_Bioethanol,YGL034C_nc,0.1
BTT,325.5,03.Brazilian_Bioethanol,YGL034C_nc,0.1
APH,300.75,03.Brazilian_Bioethanol,YGL034C_nc,0
BTV,478.5,03.Brazilian_Bioethanol,YGL034C_nc,0.1
BVA,699.625,03.Brazilian_Bioethanol,YGL034C_nc,1.1
CMT,204.875,03.Brazilian_Bioethanol,YGL034C_nc,1.1
CNG,184,03.Brazilian_Bioethanol,YGL034C_nc,1.1
CNK,289.25,03.Brazilian_Bioethanol,YGL034C_nc,1.1
CNM,186.625,03.Brazilian_Bioethanol,YGL034C_nc,1.1
CNP,192.375,03.Brazilian_Bioethanol,YGL034C_nc,1.1
CNR,160.625,03.Brazilian_Bioethanol,YGL034C_nc,1.1
BVB,451.375,03.Brazilian_Bioethanol,YGL034C_nc,1.1
CNI,277.125,03.Brazilian_Bioethanol,YGL034C_nc,1.1
CNH,373.25,03.Brazilian_Bioethanol,YGL034C_nc,1.1
BVH,333.25,03.Brazilian_Bioethanol,YGL034C_nc,1.1
CNN,159.5,03.Brazilian_Bioethanol,YGL034C_nc,1.1
CNF,428.75,03.Brazilian_Bioethanol,YGL034C_nc,1.1
CNB,427.375,03.Brazilian_Bioethanol,YGL034C_nc,1.1
BVG,1209.5,03.Brazilian_Bioethanol,YGL034C_nc,1.1
CNE,526.375,03.Brazilian_Bioethanol,YGL034C_nc,1.1
BVD,526.5,03.Brazilian_Bioethanol,YGL034C_nc,1.1
BVF,457.125,03.Brazilian_Bioethanol,YGL034C_nc,1.1
CNS,214.25,03.Brazilian_Bioethanol,YGL034C_nc,1.1
CNT,213.5,03.Brazilian_Bioethanol,YGL034C_nc,1.1
CCL,255.75,04.Mediterranean_oak,YGL034C_nc,0
BBQ,197.375,04.Mediterranean_oak,YGL034C_nc,0
BBS,214.375,04.Mediterranean_oak,YGL034C_nc,0
BFP,328.75,04.Mediterranean_oak,YGL034C_nc,0
BTG,326.5,04.Mediterranean_oak,YGL034C_nc,0
CLB,138.875,04.Mediterranean_oak,YGL034C_nc,0
BGM,277.25,05.French_Dairy,YGL034C_nc,0
BGP,224.5,05.French_Dairy,YGL034C_nc,0
BFH,405.75,05.French_Dairy,YGL034C_nc,0
ASN,270.125,05.French_Dairy,YGL034C_nc,0
BGK,326.125,05.French_Dairy,YGL034C_nc,0
BGD,577.75,05.French_Dairy,YGL034C_nc,0
BGI,292.25,05.French_Dairy,YGL034C_nc,0
ALD,227.25,05.French_Dairy,YGL034C_nc,0
BFS,287.625,05.French_Dairy,YGL034C_nc,0
BGB,294.75,05.French_Dairy,YGL034C_nc,0
BGF,229.75,05.French_Dairy,YGL034C_nc,0
BFT,246.125,05.French_Dairy,YGL034C_nc,0
BGE,259.875,05.French_Dairy,YGL034C_nc,0
BGL,277.75,05.French_Dairy,YGL034C_nc,0
BGA,268.75,05.French_Dairy,YGL034C_nc,0
BGT,242.5,05.French_Dairy,YGL034C_nc,0
BGV,231.875,05.French_Dairy,YGL034C_nc,0
BGH,289.25,05.French_Dairy,YGL034C_nc,0
BGN,407.25,05.French_Dairy,YGL034C_nc,0
BGC,266.625,05.French_Dairy,YGL034C_nc,0
BGQ,274.375,05.French_Dairy,YGL034C_nc,0
CKV,203.125,05.French_Dairy,YGL034C_nc,0
BDN,219,06.African_beer,YGL034C_nc,0
CER,190.75,06.African_beer,YGL034C_nc,0
BPN,233.5,99.Other,YGL034C_nc,0
CBN,275.25,07.Mosaic_beer,YGL034C_nc,0
AQG,411,07.Mosaic_beer,YGL034C_nc,0
CFF,115.25,07.Mosaic_beer,YGL034C_nc,0
AFP,288.5,07.Mosaic_beer,YGL034C_nc,0
ASB,212.5,07.Mosaic_beer,YGL034C_nc,0
CDM,304.875,M2.Mosaic_Region_2,YGL034C_nc,0
BCV,266,M2.Mosaic_Region_2,YGL034C_nc,0
BDB,266.25,M2.Mosaic_Region_2,YGL034C_nc,0
BDD,237.25,M2.Mosaic_Region_2,YGL034C_nc,0
BDH,231.5,M2.Mosaic_Region_2,YGL034C_nc,0
BHG,173.25,M2.Mosaic_Region_2,YGL034C_nc,0.1
BHH,186.25,M2.Mosaic_Region_2,YGL034C_nc,0
BHI,191.75,M2.Mosaic_Region_2,YGL034C_nc,0
ANP,237.25,08.Mixed_origin,YGL034C_nc,0
ATS,188.75,08.Mixed_origin,YGL034C_nc,0
BBP,199,08.Mixed_origin,YGL034C_nc,0
CDR,328,08.Mixed_origin,YGL034C_nc,0
AQI,320.75,08.Mixed_origin,YGL034C_nc,0
AFE,165.375,08.Mixed_origin,YGL034C_nc,0
ATR,175.375,08.Mixed_origin,YGL034C_nc,0
ASP,187.5,08.Mixed_origin,YGL034C_nc,0
BCS,276.875,08.Mixed_origin,YGL034C_nc,0
BCT,282.75,08.Mixed_origin,YGL034C_nc,0
BTC,272.25,08.Mixed_origin,YGL034C_nc,0
BBF,263.25,08.Mixed_origin,YGL034C_nc,0
AAP,243.75,08.Mixed_origin,YGL034C_nc,0
ALN,430.75,08.Mixed_origin,YGL034C_nc,0
CHI,286.125,08.Mixed_origin,YGL034C_nc,0
APL,295.625,08.Mixed_origin,YGL034C_nc,0
BDL,266.625,08.Mixed_origin,YGL034C_nc,0
ADM,409.625,08.Mixed_origin,YGL034C_nc,0
AKT,213.875,08.Mixed_origin,YGL034C_nc,0
CHG,303.75,08.Mixed_origin,YGL034C_nc,0
CHR,231.125,08.Mixed_origin,YGL034C_nc,0
CPI,194.5,09.Mexican_Agave,YGL034C_nc,0
CPM,358.875,09.Mexican_Agave,YGL034C_nc,1.1
CPK,206.5,09.Mexican_Agave,YGL034C_nc,0.1
CPL,357.875,09.Mexican_Agave,YGL034C_nc,0.1
CPN,299,09.Mexican_Agave,YGL034C_nc,0
ALI,207.25,99.Other,YGL034C_nc,0
BCG,254.75,10.French_Guiana_human,YGL034C_nc,0
BCB,197.5,10.French_Guiana_human,YGL034C_nc,0
BCM,266.375,10.French_Guiana_human,YGL034C_nc,0
BDT,211.125,10.French_Guiana_human,YGL034C_nc,0
BCF,318.875,10.French_Guiana_human,YGL034C_nc,0
BCL,260.875,10.French_Guiana_human,YGL034C_nc,0
BCD,219,10.French_Guiana_human,YGL034C_nc,0
BDP,219.875,10.French_Guiana_human,YGL034C_nc,0
BCC,202.5,10.French_Guiana_human,YGL034C_nc,0
BED,213.375,10.French_Guiana_human,YGL034C_nc,0
BCE,248.5,10.French_Guiana_human,YGL034C_nc,0
BCQ,244.125,10.French_Guiana_human,YGL034C_nc,0
BDV,237.375,10.French_Guiana_human,YGL034C_nc,0
BNB,314.625,10.French_Guiana_human,YGL034C_nc,0
BDR,202,10.French_Guiana_human,YGL034C_nc,0
BMV,215.875,10.French_Guiana_human,YGL034C_nc,0
BNA,215.25,10.French_Guiana_human,YGL034C_nc,0
BCH,216.25,10.French_Guiana_human,YGL034C_nc,0
BCP,239.125,10.French_Guiana_human,YGL034C_nc,0
BDS,221.5,10.French_Guiana_human,YGL034C_nc,0
BEA,223,10.French_Guiana_human,YGL034C_nc,0
BNC,191,10.French_Guiana_human,YGL034C_nc,0
BDQ,228.125,10.French_Guiana_human,YGL034C_nc,0
BEB,226,10.French_Guiana_human,YGL034C_nc,0
BCK,260.375,10.French_Guiana_human,YGL034C_nc,0
BMR,244.125,10.French_Guiana_human,YGL034C_nc,0
BEE,231.375,10.French_Guiana_human,YGL034C_nc,0
BND,185.875,10.French_Guiana_human,YGL034C_nc,0
CQS,312.25,99.Other,YGL034C_nc,0
BBM,192.125,99.Other,YGL034C_nc,0
CPA,104.375,99.Other,YGL034C_nc,0
AGB,40.875,11.Ale_beer,YGL034C_nc,0
AAC,361.75,11.Ale_beer,YGL034C_nc,0
CNC,265.75,M3.Mosaic_Region_3,YGL034C_nc,0
CBL,228.875,M3.Mosaic_Region_3,YGL034C_nc,0
AKI,183.625,M3.Mosaic_Region_3,YGL034C_nc,0
ATE,182.125,M3.Mosaic_Region_3,YGL034C_nc,0
CBM,270.875,M3.Mosaic_Region_3,YGL034C_nc,0
CLG,168.5,M3.Mosaic_Region_3,YGL034C_nc,0
CQC,184,12.West_African_cocoa,YGL034C_nc,0
CQD,209.625,12.West_African_cocoa,YGL034C_nc,0
CQG,249.125,12.West_African_cocoa,YGL034C_nc,0
CQI,169.375,12.West_African_cocoa,YGL034C_nc,0
CQH,218.125,12.West_African_cocoa,YGL034C_nc,0
CQL,384.75,12.West_African_cocoa,YGL034C_nc,0
ANN,208.125,12.West_African_cocoa,YGL034C_nc,0
CQM,348.5,12.West_African_cocoa,YGL034C_nc,0
CQE,200.5,12.West_African_cocoa,YGL034C_nc,0
CQK,334.25,12.West_African_cocoa,YGL034C_nc,0
CQF,186,12.West_African_cocoa,YGL034C_nc,0
CQN,391.875,12.West_African_cocoa,YGL034C_nc,0
CQP,314,M3.Mosaic_Region_3,YGL034C_nc,0
AKQ,214.75,M3.Mosaic_Region_3,YGL034C_nc,0
AKS,157.875,M3.Mosaic_Region_3,YGL034C_nc,0
ALG,156.375,M3.Mosaic_Region_3,YGL034C_nc,0
BTI,304.25,M3.Mosaic_Region_3,YGL034C_nc,0
CGB,331.75,M3.Mosaic_Region_3,YGL034C_nc,0
BSK,183.125,M3.Mosaic_Region_3,YGL034C_nc,0
BMD,296,M3.Mosaic_Region_3,YGL034C_nc,0.1
BRV,200.125,M3.Mosaic_Region_3,YGL034C_nc,0
CKA,218.125,M3.Mosaic_Region_3,YGL034C_nc,0
CHS,151.5,M3.Mosaic_Region_3,YGL034C_nc,0
CHT,132.5,M3.Mosaic_Region_3,YGL034C_nc,0
ATD,325.625,M3.Mosaic_Region_3,YGL034C_nc,0
CDD,336,M3.Mosaic_Region_3,YGL034C_nc,0
CDE,308.5,M3.Mosaic_Region_3,YGL034C_nc,0
CPC,128.875,M3.Mosaic_Region_3,YGL034C_nc,0
CKN,181.75,M3.Mosaic_Region_3,YGL034C_nc,0
CIG,118.25,M3.Mosaic_Region_3,YGL034C_nc,0
CIL,134.125,M3.Mosaic_Region_3,YGL034C_nc,0
CII,160.5,M3.Mosaic_Region_3,YGL034C_nc,0.1
CHQ,256.875,M3.Mosaic_Region_3,YGL034C_nc,0
AEL,363.625,M3.Mosaic_Region_3,YGL034C_nc,0
BIE,192.75,M3.Mosaic_Region_3,YGL034C_nc,0
CIH,241.875,M3.Mosaic_Region_3,YGL034C_nc,0
CIC,134.625,M3.Mosaic_Region_3,YGL034C_nc,0
CIF,179.875,M3.Mosaic_Region_3,YGL034C_nc,0
CID,123.5,M3.Mosaic_Region_3,YGL034C_nc,0
CHN,302.375,M3.Mosaic_Region_3,YGL034C_nc,0
CHP,274.875,M3.Mosaic_Region_3,YGL034C_nc,0
BDM,256.75,M3.Mosaic_Region_3,YGL034C_nc,0
CEQ,245.375,M3.Mosaic_Region_3,YGL034C_nc,0
BAF,207.5,13.African_palm_wine,YGL034C_nc,0
CFA,222.375,13.African_palm_wine,YGL034C_nc,0
CQA,227,13.African_palm_wine,YGL034C_nc,0
CQB,184.375,13.African_palm_wine,YGL034C_nc,0
AKG,205.25,13.African_palm_wine,YGL034C_nc,0
AKB,267.125,13.African_palm_wine,YGL034C_nc,0
AKE,206.75,13.African_palm_wine,YGL034C_nc,0
AKH,219,13.African_palm_wine,YGL034C_nc,0
APQ,295.875,13.African_palm_wine,YGL034C_nc,0
ATP,175.875,13.African_palm_wine,YGL034C_nc,0
BAM,195.625,14.CHNIII,YGL034C_nc,0
BAQ,190.375,14.CHNIII,YGL034C_nc,0
BAG,163,15.CHNII,YGL034C_nc,0
BAH,232.125,15.CHNII,YGL034C_nc,0
BAL,224.125,16.CHNI,YGL034C_nc,0
AMH,204.75,17.Taiwanese,YGL034C_nc,0
CEG,286,17.Taiwanese,YGL034C_nc,0
CEI,394.125,17.Taiwanese,YGL034C_nc,0
CCQ,223.625,18.Far_East_Asia,YGL034C_nc,0
CCR,218.75,18.Far_East_Asia,YGL034C_nc,0
CCS,227.25,18.Far_East_Asia,YGL034C_nc,0
BAK,213,18.Far_East_Asia,YGL034C_nc,0
BAI,168.875,18.Far_East_Asia,YGL034C_nc,0
CCN,262.375,18.Far_East_Asia,YGL034C_nc,0
CDL,269.25,18.Far_East_Asia,YGL034C_nc,0
BMA,116.75,19.Malaysian,YGL034C_nc,0
AKM,134.75,19.Malaysian,YGL034C_nc,0
BMB,156.25,19.Malaysian,YGL034C_nc,0
BMC,166.125,19.Malaysian,YGL034C_nc,0
AMM,257.125,99.Other,YGL034C_nc,0
BAN,225,20.CHNV,YGL034C_nc,0
BAP,215.875,20.CHNV,YGL034C_nc,0
CMP,116.875,21.Ecuadorean,YGL034C_nc,0
CCC,283,21.Ecuadorean,YGL034C_nc,0
CCD,74,21.Ecuadorean,YGL034C_nc,0
CCE,241.125,21.Ecuadorean,YGL034C_nc,0
CCF,260.25,21.Ecuadorean,YGL034C_nc,0
CCG,106.375,21.Ecuadorean,YGL034C_nc,0
CCI,94.625,21.Ecuadorean,YGL034C_nc,0
CMQ,144.5,21.Ecuadorean,YGL034C_nc,0
BFA,305.75,99.Other,YGL034C_nc,0
BFL,317.25,99.Other,YGL034C_nc,0
AMB,199.5,99.Other,YGL034C_nc,0
AMC,163.5,99.Other,YGL034C_nc,0
CDQ,301,99.Other,YGL034C_nc,0
CDF,244.25,22.Russian,YGL034C_nc,0
CDG,341,22.Russian,YGL034C_nc,0
CDH,328,22.Russian,YGL034C_nc,0
CDI,267.625,22.Russian,YGL034C_nc,0
AMD,181.875,99.Other,YGL034C_nc,0
AMF,233.875,99.Other,YGL034C_nc,0
CEH,236.375,99.Other,YGL034C_nc,0
CCP,231.75,99.Other,YGL034C_nc,0
CDB,307.75,99.Other,YGL034C_nc,0
AVI,253.75,23.North_American,YGL034C_nc,0
ANF,192.5,23.North_American,YGL034C_nc,0
ANH,194,23.North_American,YGL034C_nc,0
ANC,223.625,23.North_American,YGL034C_nc,0
ANE,195.5,23.North_American,YGL034C_nc,0
ANG,182.25,23.North_American,YGL034C_nc,0
AND,223.125,23.North_American,YGL034C_nc,0
ANK,176.5,23.North_American,YGL034C_nc,0
ANI,256.25,23.North_American,YGL034C_nc,0
AKN,215,23.North_American,YGL034C_nc,0
BBR,196.25,99.Other,YGL034C_nc,0
CMS,120,99.Other,YGL034C_nc,0
CDP,271.875,99.Other,YGL034C_nc,0
AFK,192.75,24.Asian_islands,YGL034C_nc,0
CCT,318.375,24.Asian_islands,YGL034C_nc,0
CCV,250.375,24.Asian_islands,YGL034C_nc,0
ARG,256.25,24.Asian_islands,YGL034C_nc,0
CMH,314.375,25.Sake,YGL034C_nc,0
ARM,346.625,25.Sake,YGL034C_nc,0
CLI,194.125,25.Sake,YGL034C_nc,0
CMK,339,25.Sake,YGL034C_nc,0
CLN,220.5,25.Sake,YGL034C_nc,0
APA,340,25.Sake,YGL034C_nc,0
CMI,323.75,25.Sake,YGL034C_nc,0
ANS,300.75,25.Sake,YGL034C_nc,0
AQN,221.125,25.Sake,YGL034C_nc,0
APC,244.875,25.Sake,YGL034C_nc,0
CLP,197.625,25.Sake,YGL034C_nc,0
APF,250.5,25.Sake,YGL034C_nc,0
CLS,204.875,25.Sake,YGL034C_nc,0
CLL,146.75,25.Sake,YGL034C_nc,0
CLR,134.375,25.Sake,YGL034C_nc,0
CGL,308.75,26.Asian_fermentation,YGL034C_nc,0
AGG,49.625,26.Asian_fermentation,YGL034C_nc,0
AEP,235,26.Asian_fermentation,YGL034C_nc,0
CGI,232.5,26.Asian_fermentation,YGL034C_nc,0
CGN,374.25,26.Asian_fermentation,YGL034C_nc,0
CGP,409.875,26.Asian_fermentation,YGL034C_nc,0
CGG,198.75,26.Asian_fermentation,YGL034C_nc,0
CGR,359.375,26.Asian_fermentation,YGL034C_nc,0
BEH,205.25,26.Asian_fermentation,YGL034C_nc,0
AKL,245.5,26.Asian_fermentation,YGL034C_nc,0
ALB,193.375,26.Asian_fermentation,YGL034C_nc,0
AKR,183.625,26.Asian_fermentation,YGL034C_nc,0
ALC,180,26.Asian_fermentation,YGL034C_nc,0
ALH,141.125,26.Asian_fermentation,YGL034C_nc,0
ALA,129.25,26.Asian_fermentation,YGL034C_nc,0
CGQ,259.125,26.Asian_fermentation,YGL034C_nc,0
CGK,295.125,26.Asian_fermentation,YGL034C_nc,0
CHM,212,26.Asian_fermentation,YGL034C_nc,0
BHP,182.5,26.Asian_fermentation,YGL034C_nc,0
BHQ,175.875,26.Asian_fermentation,YGL034C_nc,0
BHR,178.375,26.Asian_fermentation,YGL034C_nc,0
BHS,161.125,26.Asian_fermentation,YGL034C_nc,0
BEF,205,26.Asian_fermentation,YGL034C_nc,0
CEK,213.5,26.Asian_fermentation,YGL034C_nc,0
CEL,111,26.Asian_fermentation,YGL034C_nc,0
BFC,344.375,01.Wine_European,GND2,0
BKI,269.125,01.Wine_European,GND2,0
BNV,198.75,01.Wine_European,GND2,0
BPB,276.5,01.Wine_European,GND2,0
BPT,285.375,01.Wine_European,GND2,0
BQM,390,01.Wine_European,GND2,0
BFK,164.5,01.Wine_European,GND2,0
BQS,301.75,01.Wine_European,GND2,0
BQE,200.125,01.Wine_European,GND2,0
AIN,324,01.Wine_European,GND2,0
BQR,449.875,01.Wine_European,GND2,0
BLT,123.875,01.Wine_European,GND2,0
AIF,237.625,01.Wine_European,GND2,0
BPF,101.625,01.Wine_European,GND2,0
BLR,205.875,01.Wine_European,GND2,0
BNL,269.375,01.Wine_European,GND2,0
BPK,182.5,01.Wine_European,GND2,0
BKQ,268.75,01.Wine_European,GND2,1.1
BQT,225.125,01.Wine_European,GND2,0
BID,191.875,01.Wine_European,GND2,0
AGI,65.75,01.Wine_European,GND2,0
BHV,181.875,01.Wine_European,GND2,0
BNE,231.875,01.Wine_European,GND2,0
BLA,323.375,01.Wine_European,GND2,0
BKT,388,01.Wine_European,GND2,0
BIA,245.875,01.Wine_European,GND2,0
BKL,359.625,01.Wine_European,GND2,0
BIB,245.375,01.Wine_European,GND2,0
BKK,316.625,01.Wine_European,GND2,0
ASD,157.125,01.Wine_European,GND2,0
ASE,200.75,01.Wine_European,GND2,0
AIQ,313.375,01.Wine_European,GND2,0
BLG,202.375,01.Wine_European,GND2,0
BLI,180,01.Wine_European,GND2,0
BQA,245.625,1.1.Semi_wild,GND2,0
ALQ,210.375,1.1.Semi_wild,GND2,0
BBI,190.625,1.1.Semi_wild,GND2,0
ALT,240.5,1.1.Semi_wild,GND2,0
BBK,235.125,1.1.Semi_wild,GND2,0
BFB,431,1.1.Semi_wild,GND2,0
BFD,216.625,1.1.Semi_wild,GND2,0
ALS,270.25,1.1.Semi_wild,GND2,0
BBH,214,1.1.Semi_wild,GND2,0
BPQ,516.75,1.1.Semi_wild,GND2,0
BQN,281.375,1.1.Semi_wild,GND2,0
CBI,326.875,1.1.Semi_wild,GND2,0
CCM,230.25,1.1.Semi_wild,GND2,0
BEP,376.75,1.1.Semi_wild,GND2,0
BRC,311.875,1.1.Semi_wild,GND2,0
CGT,483.375,1.1.Semi_wild,GND2,0
ALL,193.375,01.Wine_European,GND2,0
BTH,233.75,01.Wine_European,GND2,0
ATH,187.5,01.Wine_European,GND2,0
BFQ,280.5,01.Wine_European,GND2,0
CIA,204.125,01.Wine_European,GND2,0
BFR,286.625,01.Wine_European,GND2,0
CIB,162,01.Wine_European,GND2,0
CBG,255.75,01.Wine_European,GND2,0
BER,131.5,01.Wine_European,GND2,0
BES,145.625,01.Wine_European,GND2,0
ATA,130.25,01.Wine_European,GND2,0
ARQ,259.5,01.Wine_European,GND2,0
APV,270.125,01.Wine_European,GND2,0
BHC,148.5,01.Wine_European,GND2,0
BHF,172.75,01.Wine_European,GND2,0
BLB,446.125,01.Wine_European,GND2,1.1
BTN,97.5,01.Wine_European,GND2,0
BTL,193.375,01.Wine_European,GND2,0
CRH,220.25,01.Wine_European,GND2,0.1
BSP,204.375,01.Wine_European,GND2,0
ATN,248.75,01.Wine_European,GND2,0
BNK,177.875,01.Wine_European,GND2,0
BNR,362.875,01.Wine_European,GND2,0
BQH,250.875,01.Wine_European,GND2,0
BEQ,425.125,01.Wine_European,GND2,0
AIK,226.25,01.Wine_European,GND2,0
CBA,309.5,01.Wine_European,GND2,0
CAI,313.75,01.Wine_European,GND2,0
CAK,444.875,01.Wine_European,GND2,0
CAL,310.625,01.Wine_European,GND2,0
BSL,239.375,01.Wine_European,GND2,0
BSE,217.625,01.Wine_European,GND2,0
BEV,167,01.Wine_European,GND2,0
BET,201.875,01.Wine_European,GND2,0
